rollout/exploration_rate,time/fps,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length,train/loss,train/n_updates,train/learning_rate
0.9951490000000001,76,49,0,4,,,,,,,
0.9915849999999998,98,85,0,8,310.0,4.0,,,,,
0.988417,109,117,1,12,288.0,3.0,,,,,
0.9864370000000002,112,137,1,16,249.0,2.0,,,,,
0.983566,119,166,1,20,240.25,1.75,,,,,
0.9802,126,200,1,24,240.25,1.75,,,,,
0.9764379999999995,132,238,1,28,234.2,1.8,,,,,
0.974656,133,256,1,32,233.83333333333334,1.8333333333333333,,,,,
0.9715869999999996,134,287,2,36,230.42857142857142,1.7142857142857142,,,,,
0.9687159999999995,136,316,2,40,228.625,1.625,,,,,
0.966934,136,334,2,44,228.625,1.625,,,,,
0.9649540000000001,136,354,2,48,220.11111111111111,1.4444444444444444,,,,,
0.9622810000000002,137,381,2,52,218.3,1.4,,,,,
0.9585189999999997,139,419,2,56,220.1818181818182,1.4545454545454546,,,,,
0.9548559999999999,141,456,3,60,222.16666666666666,1.5,,,,,
0.9528760000000002,142,476,3,64,222.16666666666666,1.5,,,,,
0.9469359999999997,145,536,3,68,217.46153846153845,1.3846153846153846,,,,,
0.9449559999999999,144,556,3,72,225.07142857142858,1.5714285714285714,,,,,
0.9418869999999996,144,587,4,76,224.66666666666666,1.5333333333333334,,,,,
0.9381250000000002,143,625,4,80,226.0,1.5625,,,,,
0.9343629999999997,141,663,4,84,226.0,1.5625,,,,,
0.932383,138,683,4,88,226.0,1.588235294117647,,,,,
0.9286209999999995,135,721,5,92,222.83333333333334,1.5,,,,,
0.9222849999999998,133,785,5,96,232.47368421052633,1.736842105263158,,,,,
0.9185230000000004,131,823,6,100,232.7,1.75,,,,,
0.9133749999999996,130,875,6,104,232.7,1.75,,,,,
0.9115930000000001,128,893,6,108,235.66666666666666,1.8571428571428572,,,,,
0.9069400000000004,128,940,7,112,234.77272727272728,1.8181818181818181,,,,,
0.9051579999999997,128,958,7,116,234.69565217391303,1.826086956521739,,,,,
0.9017919999999996,129,992,7,120,234.625,1.8333333333333333,,,,,
0.8998119999999998,130,1012,7,124,234.625,1.8333333333333333,,,,,
0.8967429999999995,130,1043,7,128,231.44,1.76,,,,,
0.8937729999999998,131,1073,8,132,232.30769230769232,1.7692307692307692,,,,,
0.8907039999999995,132,1104,8,136,231.25925925925927,1.7407407407407407,,,,,
0.885754,134,1154,8,140,232.82142857142858,1.7857142857142858,,,,,
0.8819919999999996,135,1192,8,144,232.82142857142858,1.7857142857142858,,,,,
0.8778339999999998,136,1234,9,148,232.31034482758622,1.793103448275862,,,,,
0.8748640000000002,136,1264,9,152,234.83333333333334,1.8333333333333333,,,,,
0.8728840000000004,136,1284,9,156,232.32258064516128,1.7741935483870968,,,,,
0.8680330000000005,138,1333,9,160,233.78125,1.8125,,,,,
0.8644690000000002,138,1369,9,164,233.78125,1.8125,,,,,
0.8619940000000005,138,1394,10,168,233.42424242424244,1.8181818181818181,,,,,
0.8600139999999996,138,1414,10,172,232.47058823529412,1.7941176470588236,,,,,
0.8580339999999999,138,1434,10,176,231.0,1.7428571428571429,,,,,
0.8562520000000002,138,1452,10,180,229.02777777777777,1.6944444444444444,,,,,
0.8544699999999996,138,1470,10,184,229.02777777777777,1.6944444444444444,,,,,
0.8509060000000004,139,1506,10,188,226.94594594594594,1.6486486486486487,,,,,
0.8474409999999997,139,1541,11,192,227.8684210526316,1.6842105263157894,,,,,
0.8446690000000002,140,1569,11,196,228.46153846153845,1.6923076923076923,,,,,
0.8415999999999999,140,1600,11,200,227.95,1.675,,,,,
0.8366500000000003,141,1650,11,204,227.95,1.675,,,,,
0.8348679999999997,141,1668,11,208,229.29268292682926,1.7073170731707317,,,,,
0.8287300000000002,142,1730,12,212,229.85714285714286,1.7142857142857142,,,,,
0.8238790000000003,143,1779,12,216,231.04651162790697,1.744186046511628,,,,,
0.8222949999999998,143,1795,12,220,231.11363636363637,1.75,,,,,
0.820315,143,1815,12,224,231.11363636363637,1.75,,,,,
0.8157609999999998,144,1861,12,228,229.95555555555555,1.711111111111111,,,,,
0.8139790000000002,144,1879,13,232,230.7608695652174,1.7391304347826086,,,,,
0.8077420000000001,145,1942,13,236,232.93617021276594,1.7872340425531914,,,,,
0.8050690000000001,145,1969,13,240,232.08333333333334,1.7708333333333333,,,,,
0.8009110000000004,146,2011,13,244,232.08333333333334,1.7708333333333333,,,,,
0.7991289999999998,146,2029,13,248,232.28571428571428,1.7755102040816326,,,,,
0.7971489999999999,146,2049,14,252,230.72,1.74,,,,,
0.7942779999999998,145,2078,14,256,230.4313725490196,1.7254901960784315,,,,,
0.7879420000000001,147,2142,14,260,232.8846153846154,1.7884615384615385,,,,,
0.7834869999999995,147,2187,14,264,232.8846153846154,1.7884615384615385,,,,,
